id,sqft_house,sqft_lot,sqft_no_basement,sqft_basement,sqft_house_after_2015,sqft_lot_after_2015
3211600650,1000,8018,1000,0,1270,8000
3213200180,1530,4387,1020,510,1870,5029
3222049112,2780,8225,2780,0,720,9736
3222049159,3290,20107,2220,1070,2990,16988
3222059187,2230,52983,2230,0,2060,8755
3222069151,1610,22496,1610,0,2050,35772
3222079136,1200,55321,1200,0,1910,54450
3223039010,570,81893,570,0,2040,115434
3223039181,2470,131790,2470,0,1470,92747
3223049158,1210,10000,1210,0,1620,10959
3223059303,3120,157875,3120,0,1580,7050
3224059107,3150,6599,3150,0,2680,9430
3224069026,1180,43124,1180,0,1410,43560
3224600310,2790,5423,2790,0,2450,6453
3225069301,5730,44947,4280,1450,3310,17628
3226049054,1310,7236,1170,140,1680,8431
3226049565,2360,5000,1390,970,2180,5009
3226059128,3450,28324,2350,1100,2640,14978
3226079091,3680,203860,3680,0,2410,144183
3241600027,1870,12960,1350,520,1380,7800
3241600150,1450,6000,1450,0,1170,6464
3243200310,2120,7735,1060,1060,1010,8570
3244500078,4930,77536,3930,1000,2760,7351
3260000300,2330,10451,2330,0,1880,8400
3260100330,1580,7416,1150,430,1730,7416
3260350090,2910,8540,2910,0,3040,6091
3260570260,3540,4750,3540,0,3310,5655
3260810110,2370,10631,2370,0,2200,8297
3262300555,6500,14986,5180,1320,2270,8119
3265300410,2150,8480,1610,540,1620,5203
3268000040,1200,9087,1200,0,1250,11826
3271301175,1260,5800,1260,0,1830,5800
3271800910,4270,5800,3170,1100,3100,5800
3274850130,2600,8921,2600,0,2550,8683
3275330120,2020,26670,2020,0,1680,10939
3275730110,1630,10500,1100,530,1640,9794
3275850020,2590,8571,2590,0,2360,8155
3275850190,2410,9916,2410,0,2310,8212
3275870080,2910,15016,2910,0,2870,13992
3275880100,2580,15031,2580,0,3030,10361
3275890310,2110,9199,2110,0,3130,8841
3275910020,2181,5521,2181,0,2333,5143
3276930370,2850,37522,2850,0,2980,35280
3276930420,2330,45860,2330,0,2930,5020
3277801417,1480,1663,1180,300,1380,1537
3277801431,1140,977,850,290,1140,976
3278606110,1580,2407,1580,0,1580,2212
3286800370,4020,40341,2170,1850,2650,53437
3288300920,2020,11095,1480,540,2030,10710
3288301410,2110,7560,2110,0,2110,7560
3290800215,980,4120,830,150,1760,4120
3291800140,1360,9310,1020,340,1480,8330
3294700320,1070,8750,1070,0,1300,9670
3294700421,2030,10075,1080,950,2210,10075
3295450050,1950,4553,1950,0,1780,4598
3295730050,2150,8060,2150,0,2150,7172
3296900130,2830,13760,2830,0,2350,14029
3297700100,1740,5500,970,770,1740,7250
3298600340,3320,15600,1660,1660,2330,15360
3298700156,1780,6771,1230,550,1780,6771
3298700302,720,4346,720,0,790,4346
3298700305,710,4240,710,0,850,5200
3298700671,820,6771,820,0,1000,4440
3300700480,880,4000,780,100,950,4000
3300701285,1250,4000,1250,0,1030,4000
3300760020,1530,6773,1530,0,2240,7201
3303230110,1430,6818,1430,0,1480,7210
3303860130,2811,7251,2811,0,3040,7250
3303860160,2670,12806,2670,0,3010,7231
3303960060,3990,9938,3990,0,3490,11734
3303980140,4160,13170,3040,1120,3780,13148
3303990410,4010,12110,4010,0,4010,12334
3304300380,3380,8179,3380,0,2840,8179
3305100230,3170,8523,3170,0,3230,8523
3319500922,830,920,830,0,830,1200
3320000222,1350,944,1050,300,1350,1245
3320000810,1680,3240,840,840,1380,1260
3321069006,3520,237402,3520,0,2310,165963
3326059253,3030,7187,3030,0,3030,7187
3326059254,3170,7187,3170,0,2790,7336
3326069026,2340,57499,2340,0,3260,137649
3327000070,1500,7800,1500,0,1490,7800
3327750020,940,9198,940,0,1430,8370
3330500075,930,3348,930,0,1210,3348
3331000035,1750,1548,1750,0,1750,3960
3331001995,1440,4859,1440,0,1360,4558
3336000052,,1780,880,440,3040,6000
3336000791,950,4500,950,0,1140,4500
3336001360,910,6000,910,0,1460,5800
3339400515,2216,31215,2216,0,2216,30048
3342100569,2700,6947,2700,0,2500,6947
3342102220,1840,5100,1840,0,2160,5400
3342104046,2890,18226,2890,0,2870,11151
3343300065,2280,14810,1500,780,2690,12196
3343300644,1110,9920,700,410,2830,10091
3343900781,1190,9135,1190,0,1520,9146
3343901403,2930,8679,2930,0,2030,7264
3343901408,2590,6474,2590,0,1960,8679
3343902281,1020,8102,1020,0,1770,7291
3343903647,2320,9420,2320,0,2030,9420
3344500183,1870,12500,1030,840,2060,14141
3345100286,3270,24750,1690,1580,1520,13480
3345700215,3290,22649,3290,0,2750,6119
3348401095,2090,6485,1280,810,2190,9600
3348401490,1860,10856,1260,600,1250,10008
3348401584,1400,7300,1400,0,1440,10825
3352401037,1760,6300,1060,700,1340,7300
3353400435,1450,11204,1450,0,1520,9518
3361400980,600,6120,600,0,1090,6120
3361401210,1070,6120,1070,0,1130,6120
3362401761,1020,1049,1020,0,1350,1395
3363400655,1980,6000,1220,760,1280,3900
3363900155,1220,4000,1220,0,1580,4000
3370000150,2800,28254,2800,0,2530,4694
3374300070,1150,9360,1150,0,1480,8155
3375300150,1800,9000,1800,0,1670,8486
3376600010,2260,11000,1620,640,1960,10000
3389900965,2330,3141,2330,0,1980,5265
3390600025,2240,7725,1120,1120,1340,6300
3392100140,1280,9775,1280,0,1230,8750
3392500060,2610,9426,1360,1250,1600,9426
3395000070,4910,15139,2560,2350,3980,15139
3395040440,1660,2890,1660,0,1540,2890
3395800305,1890,9450,1090,800,1470,8100
3395800455,890,8100,890,0,1260,8100
3396830020,1820,7500,1820,0,2040,8304
3396830310,2450,27081,2450,0,2630,12025
3398800055,4090,24825,3400,690,3910,11500
3413700130,2320,2267,2320,0,1240,1883
3416600111,1620,3760,1170,450,2130,4000
3416600490,1780,4252,1540,240,2220,4000
3422059208,1930,64904,1930,0,2350,57500
3423049209,970,9130,970,0,1000,8886
3423049311,1260,4125,1260,0,1300,9091
3423059081,1060,16988,1060,0,2320,10580
3423600060,2280,3680,1470,810,1850,3680
3423600065,1050,4160,1050,0,1580,3680
3424069076,930,6098,930,0,1730,9000
3424069154,1450,8450,1450,0,1540,8450
3424069215,1000,10800,1000,0,1140,16846
3425079088,2210,70567,2210,0,2000,73616
3426049153,1600,5643,1600,0,1600,5746
3432500215,1540,6909,920,620,1130,6908
3432500705,2200,8292,2200,0,1090,8290
3432501415,1170,8148,1170,0,1200,8147
3438500625,1080,21043,1080,0,1380,7620
3438500781,2120,6893,1060,1060,1380,6986
3438500880,810,6827,810,0,990,6827
3438501020,840,14564,840,0,1430,7920
3438502668,1260,10488,1110,150,1540,9120
3438503014,870,7020,570,300,1730,7020
3438503021,2430,7049,2430,0,1770,7049
3438503230,2510,5320,2510,0,1820,5736
3445400120,1390,2153,1390,0,1100,2617
3447000030,1410,11995,1410,0,2690,12650
3447000090,2800,17300,1420,1380,2140,12650
3448000410,1490,1709,1490,0,1364,1709
3448000542,1076,1060,1076,0,1076,1060
3448720020,2050,5276,2050,0,2480,5447
3448900290,2840,6284,2840,0,2790,7168
3449500050,2980,9825,1910,1070,2580,12231
3449850050,2630,3149,1670,960,2240,4825
3449900030,2660,5539,2660,0,2380,5539
3449900090,2630,5379,2630,0,2630,5379
3450300270,1730,10368,1010,720,1730,7728
3450300280,3100,7260,3100,0,1650,7700
3454000060,2610,3277,1920,690,1810,3277
3454800060,1570,9600,1570,0,1880,9000
3459000050,2290,14800,1620,670,2320,12474
3459100300,1880,7400,1480,400,1820,8660
3501600135,1490,4800,1490,0,1500,4800
3501600235,1770,8640,1520,250,1060,4804
3508100161,2570,9104,2570,0,1630,4950
3523059056,2640,6715,1680,960,2260,7373
3523069008,4360,210254,2320,2040,2410,87120
3523069060,1340,63597,1340,0,1950,87120
3523089019,3370,435600,3370,0,2790,114868
3524039202,2950,7232,1520,1430,2130,7140
3524039228,1160,3441,580,580,1160,4000
3528900060,2490,4000,1670,820,2310,4000
3529000880,2110,6360,2110,0,2050,7000
3530200160,2790,45902,2790,0,2890,42421
3546000490,2060,7251,1350,710,1520,7582
3558000170,1920,4600,1920,0,2200,6600
3558900450,2130,8640,1430,700,2120,8826
3558900580,2000,8424,1300,700,2110,8400
3558910570,1900,9460,1190,710,1940,8360
3566800485,2440,3012,2440,0,1860,4650
3574750020,2720,4613,2720,0,2830,4836
3574800010,1830,8384,1320,510,2190,7695
3574800520,1910,7280,1160,750,1710,8152
3574801310,1750,9353,1210,540,1930,8545
3574801500,3000,8645,3000,0,1930,8866
3574801510,1780,7567,1290,490,1910,8645
3575302345,2520,12500,1720,800,2520,13000
3577300040,1830,8133,1390,440,2310,11522
3578400910,1010,12252,1010,0,1840,11497
3578401210,2660,11315,2660,0,1980,11315
3578600062,1830,8209,1830,0,2150,12000
3579000370,1830,7943,1830,0,2100,8070
3579700080,1830,11090,1060,770,1990,10917
3581100330,980,7296,980,0,1280,7296
3583300135,2350,10450,1390,960,2250,10450
3585900460,2980,20000,2130,850,2730,20000
3585900785,3100,20553,3100,0,3000,22302
3592500340,2520,4643,2120,400,2100,4564
3592500800,3680,6060,2630,1050,3050,5850
3598600088,2090,11645,1200,890,1450,9481
3600600065,1520,7200,1160,360,1460,7200
3601200017,1780,6000,1780,0,1630,6000
3616600250,3790,19000,3790,0,2740,18628
3619600132,2940,6000,1590,1350,2880,8100
3621059043,3250,235063,3250,0,1600,44287
3621059048,2030,217800,2030,0,2570,216057
3622059180,1900,76877,1900,0,1740,34848
3622069103,3600,155509,3600,0,3410,34412
3622069122,3770,47480,3770,0,3380,42689
3623029045,2600,105587,1300,1300,1941,208438
3623059027,780,55764,780,0,1620,30847
3624039111,980,5600,980,0,1840,5302
3625049079,2070,9600,1590,480,3000,16215
3625700010,4510,15175,4510,0,3510,13500
3626039250,940,6350,940,0,1490,6350
3629800100,2160,4297,2160,0,2160,3968
3629830050,2850,2970,2120,730,2380,3559
3629870200,1740,3082,1740,0,1910,3075
3629910210,2510,4106,2510,0,2470,4106
3629910240,2490,4343,2490,0,2130,4106
3629920630,2170,5000,2170,0,2170,5000
3629920860,2660,5608,2660,0,3010,5608
3629960060,1420,955,1160,260,1420,955
3629960590,1340,1635,1340,0,1410,1375
3629970130,2820,8159,2820,0,2910,5000
3629990110,1630,2520,1630,0,1630,3131
3629990180,1890,3615,1890,0,1630,3280
3630020090,1470,1741,1170,300,1470,1583
3630030010,1790,4038,1790,0,1700,3365
3630050180,1230,1107,1230,0,1380,1107
3630130010,1910,4363,1910,0,1890,3732
3630180240,2900,5901,2900,0,3200,5775
3630200340,4360,6000,3400,960,4310,6000
3630200960,3880,9979,3880,0,3130,6112
3630240020,1960,1168,1600,360,2080,1423
3644100086,1160,1438,1160,0,1220,1740
3645100280,1920,4833,1060,860,1580,5134
3649100586,2110,10454,1440,670,1990,10890
3658700690,1200,3060,1060,140,1410,3060
3663000070,1900,46609,1440,460,2460,43560
3693901105,1610,5000,1610,0,1300,4950
3693901720,1420,5000,1420,0,1490,5000
3705000060,2080,4252,1550,530,2080,2275
3709600180,2100,3916,2100,0,2100,3916
3715500170,1600,10280,1050,550,1590,8100
3720800070,2880,5500,1920,960,2110,5500
3744000040,2810,4500,2810,0,2980,5046
3747600050,2250,5472,1750,500,1540,5472
3750606890,1660,15600,1660,0,1660,14400
3751600030,770,17334,770,0,1480,17334
3751600146,1120,17332,1120,0,1280,17334
3751600457,2100,15480,2100,0,1330,15657
3751600784,2240,4800,2240,0,2240,5040
3751606606,2259,26831,1491,768,1980,15794
3754501205,2840,7500,2840,0,2580,5918
3755000060,1160,10500,1160,0,1520,10500
3755500080,1320,14250,1320,0,1720,14250
3756500180,1470,9750,1470,0,1300,9750
3758900023,3810,8519,2680,1130,3240,10748
3759500006,2300,10843,2300,0,1780,10843
3760500455,4110,15720,2230,1880,2500,15400
3760500475,2900,17802,1750,1150,2900,15720
3761100240,3030,18400,2360,670,3030,12486
3761700067,3320,11875,3320,0,3730,11875
3762900010,2180,7200,2180,0,1840,7644
3763300040,1330,9900,1330,0,1940,9900
3764500180,1870,4894,1750,120,1920,5988
3764500230,1820,4418,1820,0,1920,13402
3764800630,1310,8100,1310,0,1330,8100
3768000030,1010,7171,1010,0,1250,7560
3782400040,1680,9766,1680,0,1590,9757
3782760040,2780,4002,2780,0,1890,4090
3783100080,1810,29308,950,860,1790,37531
3787000120,2370,7878,2370,0,1870,7766
3787000140,1780,9969,1450,330,1950,7974
3790700070,1990,5511,1990,0,1850,6031
3790700110,1700,6031,1700,0,1930,6035
3793500510,3200,6691,3200,0,2610,6510
3793500730,3000,9793,3000,0,1890,7557
3793501400,3000,8584,3000,0,2610,7570
3797000680,1340,3000,1340,0,1120,3000
3797001702,2920,3000,2260,660,1580,4000
3797001815,820,3000,820,0,1490,3000
3797002575,1880,3500,1080,800,1690,3500
3798000130,2250,8580,1330,920,2250,10032
3811300090,1810,8048,1290,520,1550,9081
3814700200,2450,6500,2450,0,2200,6865
3814800300,2810,11897,2810,0,1770,4240
3818400050,2450,4668,2450,0,2460,4895
3818400110,2900,4950,2900,0,2590,4950
3820350050,1820,3905,1820,0,1820,3863
3822200105,2030,12518,1610,420,1650,7872
3824100020,1510,9720,1510,0,1520,10037
3824100166,1970,10358,1540,430,1900,10358
3825500020,3350,6605,2670,680,2730,5962
3826000560,1740,8100,1050,690,960,8100
3826000735,920,7569,920,0,1280,7627
3826500170,2130,8800,1270,860,1960,8075
3830620710,1340,11070,1340,0,1650,7630
3831000010,1760,6150,1760,0,1760,8276
3831250130,2313,5700,2313,0,2323,5701
3832080610,1780,5015,1780,0,2010,5250
3832150190,1570,7775,1570,0,1580,8622
3832300090,1200,7280,1200,0,1200,8400
3832710680,1540,7575,1040,500,1720,7575
3834500195,3000,8401,1500,1500,1400,8403
3835500195,6430,27517,6430,0,3720,14592
3840700455,1650,9641,1650,0,1940,6701
3840700593,1380,10529,1380,0,1670,5694
3841600220,1440,11210,1130,310,1250,9381
3845100160,2570,4600,2570,0,2570,5000
3852900026,1870,4984,1120,750,1650,5750
3856902250,1370,4000,1370,0,1370,4000
3856904610,1620,4080,1620,0,1760,4080
3856904655,1430,4080,1430,0,1760,4080
3860400100,2500,20000,1700,800,2650,20000
3862710200,1790,3754,1790,0,1800,3393
3862710210,1800,3168,1800,0,1800,3393
3867400175,1800,4144,900,900,2090,4173
3869900146,840,892,840,0,1030,1007
3869900162,1030,1066,765,265,1030,1106
3874400380,1740,22089,1130,610,2000,24925
3876000970,2930,15949,1730,1200,1730,8550
3876100310,1600,7500,1600,0,1700,7500
3876200100,1560,7500,1560,0,1730,7500
3876200350,1700,9000,1700,0,1930,7818
3876301140,3550,7992,3550,0,2110,7992
3876310300,2440,8000,1240,1200,1780,8391
3876311180,1310,7811,1310,0,1530,7800
3876312570,1870,7200,1390,480,1830,7876
3876590090,3135,5811,3135,0,3008,5799
3879901290,1350,941,1350,0,1640,1369
3880900236,910,966,820,90,2740,6400
3882320010,2520,13156,1520,1000,2050,10940
3885801970,1260,4800,1080,180,2660,7200
3885804305,2490,7834,1240,1250,3210,7834
3885805325,2090,8064,2090,0,1460,8400
3885805640,1300,7200,1300,0,2280,7200
3885806565,2980,6349,2980,0,2870,6349
3886000010,1470,2533,1470,0,1470,6511
3886902445,920,9000,920,0,1760,8400
3888100176,2120,7806,1770,350,1560,9920
3893100456,3210,8630,2530,680,2630,8630
3900100265,1020,7650,1020,0,1870,5500
3904901520,1440,4667,1440,0,1610,4756
3904910520,1860,8060,1860,0,1850,4661
3904921070,2340,8971,2340,0,2510,9219
3904960910,3050,7238,3050,0,2580,7228
3904980320,1910,5600,1910,0,1800,4928
3904980360,1800,7318,1800,0,1800,5414
3905030330,1990,8501,1990,0,2090,6459
3905081070,1900,5790,1900,0,2030,5790
3905081530,2180,5799,2180,0,2060,6061
3905090230,2550,10623,2550,0,2750,8100
3905100310,2030,3974,2030,0,1780,3953
3905120610,2070,5415,2070,0,2120,5331
3908100020,1360,5766,1360,0,1500,5704
3914000095,3860,42733,2300,1560,2520,19353
3915500045,1010,8581,1010,0,1060,10354
3918400097,2630,11213,1430,1200,2240,15186
3935900232,920,5546,920,0,1300,5546
3937900120,1810,5012,1810,0,1670,5161
3943600140,1812,5026,1812,0,2440,6007
3949600090,980,9903,980,0,1830,9903
3955800080,1890,10880,1890,0,1670,9750
3959400135,1210,4800,1060,150,1380,4800
3959400345,3520,4933,2270,1250,1710,5400
3964400470,2150,4000,1470,680,1750,4000
3971700390,1490,12186,1490,0,1180,14285
3971700560,2520,27951,1890,630,1830,14373
3971700937,1260,7500,840,420,1340,7500
3971700981,2650,7500,1590,1060,1340,7500
3971701455,1180,7750,590,590,1380,8976
3972900160,1580,6250,860,720,1580,6250
3990200020,1680,9244,1680,0,1840,9387
3992700326,1380,5400,1380,0,1190,6075
3995700220,1380,8147,1380,0,1360,8147
3999200310,2810,11560,1740,1070,1970,11560
4006000281,2380,12681,1380,1000,1720,6377
4006000509,1620,5040,1120,500,1790,6178
4006000571,1650,5453,1650,0,1670,5885
4013200145,1540,37950,1090,450,1820,24375
4014400190,2846,85377,1976,870,1696,57934
4014400381,2656,21195,2656,0,1860,16510
4019300680,1660,9697,1660,0,2060,20624
4019300906,2670,14455,2670,0,1810,14455
4019301500,2210,11585,1510,700,1870,14092
4022900569,1900,10454,1390,510,2000,12000
4022900652,2860,20790,1800,1060,1920,9612
4022906222,2620,10659,1660,960,1820,12071
4023500352,2840,9425,1590,1250,1900,11600
4024100982,1230,8450,1230,0,2110,8536
4024101421,1460,7200,1460,0,1690,7357
4025300135,1790,9813,1790,0,1520,10125
4025300285,1190,8875,1190,0,1190,8875
4027700321,2390,11242,1290,1100,2270,9650
4027700466,1770,12458,1770,0,2000,8225
4027700594,2310,36665,1580,730,2000,14000
4027700795,1190,9000,1190,0,1960,7200
4027701220,1610,14046,1610,0,2410,9000
4028900048,2150,13789,1610,540,2150,15480
4031000520,1150,9812,1150,0,1200,9812
4036800770,1770,6650,1770,0,1600,7000
4037000840,1910,9001,1910,0,2040,8700
4037200665,1150,7700,1150,0,1650,8000
4037500335,1740,8449,1170,570,1980,11175
4037800015,2590,8610,1340,1250,1750,8610
4037800020,2170,8610,1230,940,1670,8610
4038000055,1320,7076,1320,0,1510,9000
4038300070,1510,8360,1120,390,1700,8360
4038500210,2650,8610,2650,0,1680,8316
4038700720,1950,8025,1150,800,1780,8560
4039300140,2140,7910,1070,1070,1680,8700
4039300810,1200,5252,1200,0,1800,7920
4039500390,1920,7300,1240,680,1920,7700
4039700870,2870,9680,1440,1430,2940,9729
4039800080,5960,13703,4770,1190,2810,17320
4045500130,1040,20524,1040,0,1880,38996
4045500715,1090,32010,1090,0,1870,25346
4046600070,3910,19023,3910,0,1860,15001
4046600320,2020,21010,2020,0,1850,18151
4046700110,1950,15037,1950,0,1760,15181
4047200065,1700,20283,1340,360,1680,21369
4051150070,1072,4339,1072,0,1443,4341
4054560140,2950,35108,2950,0,3810,35181
4054560170,3470,32109,3470,0,3800,35181
4058000010,1470,70800,1470,0,1810,72337
4058200915,2050,6720,1050,1000,2380,7260
4058800215,3890,7140,2390,1500,1820,7320
4058801680,1340,7788,1340,0,2550,7788
4059400190,800,6050,800,0,880,6050
4068300160,1610,14000,1050,560,1550,10080
4070700290,1950,3730,1950,0,2080,4000
4073200124,890,7200,740,150,1290,7200
4077800017,2740,6200,1820,920,2430,6000
4077800029,1930,10210,1670,260,2730,6600
4077800455,2460,10401,1700,760,1470,7727
4077800474,1920,7455,960,960,1920,7455
4083301645,1550,6840,1550,0,2370,4560
4083304190,1820,3008,1090,730,1860,3420
4083306175,1080,3200,880,200,1780,5200
4083306616,960,1000,920,40,1200,1297
4083800555,980,3080,980,0,1450,3333
4083802195,1060,4000,1000,60,1310,4000
4099501215,2050,9000,2050,0,2910,8856
4100500070,4590,14685,4590,0,3030,9486
4101410050,1900,8800,1140,760,2280,8800
4104910040,2440,11005,2440,0,2590,14754
4107100204,3860,17820,2630,1230,4590,23760
4109600055,3150,5150,1870,1280,1550,5150
4109600195,2310,5000,1480,830,1100,5000
4114601570,5020,12431,3420,1600,3680,12620
4123840310,1810,5192,1810,0,1810,6200
4124000320,1800,15903,1340,460,2000,15233
4128000020,2690,7947,2690,0,2160,8328
4131900066,3920,13085,3920,0,3450,13287
4136880140,2570,7264,1720,850,2420,7911
4136890560,2590,11018,2590,0,2400,8042
4137000070,2240,7500,2240,0,2190,7506
4137000280,1630,8346,1630,0,2110,8619
4137000590,2140,9377,2140,0,2030,7846
4137020360,1780,6527,1780,0,2040,8840
4139420190,5310,16909,3090,2220,5220,15701
4139420640,5490,14300,2910,2580,4290,13822
4139430250,4970,16582,3930,1040,3580,13335
4139440360,2900,9972,2900,0,2901,8567
4139440730,2980,10194,2980,0,2980,10053
4139440830,3040,10257,3040,0,2860,9327
4139460290,3530,9753,3530,0,3220,9234
4139480350,5000,12941,5000,0,4560,12941
4139500080,5180,13077,4280,900,5030,15069
4139660040,3180,14000,3180,0,3670,14450
4139680070,3130,4797,2570,560,3440,5439
4139900180,4500,35200,4500,0,4760,35200
4139910160,4320,32840,4320,0,4410,33210
4139910250,5850,35070,4410,1440,4830,36200
4140940150,2770,3852,2770,0,1810,5641
4141000060,3180,10319,3180,0,3130,12120
4141000490,3180,13118,3180,0,3070,12861
4141010110,4330,15335,3230,1100,3840,14311
4141400030,2250,10108,2250,0,2050,9750
4142450480,1520,3593,1520,0,1610,3612
4151800375,960,6263,960,0,1460,6054
4154302075,830,7200,830,0,1150,6600
4157600120,2500,11900,1400,1100,2820,11900
4164100160,2390,23899,1750,640,1840,33900
4167100240,1440,16819,1440,0,1560,12376
4167300350,1730,8320,1230,500,1840,9800
4172100200,1400,4914,1400,0,1400,3744
4174600072,2710,5722,2040,670,2500,5722
4178300080,2450,12987,2030,420,2730,13685
4178300130,3470,16264,3470,0,3040,13500
4178500100,1670,7150,1670,0,1570,7040
4180300050,3350,9681,2140,1210,2580,9681
4187000660,2020,5501,2020,0,2020,5494
4191400090,1680,10500,1680,0,1830,10264
4191500130,3320,10500,2020,1300,1840,10425
4197400043,1690,10250,1690,0,1990,11084
4202400078,1410,7000,1410,0,1540,6000
4204400175,2880,10000,1980,900,2120,9535
4206901505,1120,4000,1120,0,1620,4000
4216500020,2930,7663,2930,0,2750,10335
4217400185,1550,4000,1550,0,2120,4000
4217400540,2060,4800,2060,0,1740,4800
4217400680,2720,4800,1790,930,2260,4800
4217401180,2090,6000,2090,0,2730,6000
4217401240,2160,6000,1880,280,2300,6000
4217402115,5480,19401,3910,1570,3510,15810
4217402162,2390,7875,1980,410,3720,9075
4221250320,2280,4534,2280,0,2246,4534
4222100280,1740,8436,1140,600,1550,8436
4223000280,1540,7200,1260,280,1540,8416
4229400015,1030,4089,1030,0,1440,4917
4232400400,2970,5400,2970,0,2500,5040
4232900250,1340,3600,1340,0,1340,3600
4232901120,1570,1050,1570,0,2070,3600
4232902595,2140,3600,1900,240,2020,4800
4232902615,1300,3600,1300,0,2510,4800
4233400400,1300,9644,1300,0,1430,9656
4235400097,1460,968,1140,320,1460,1531
4235400186,1080,1306,580,500,1440,2225
4239400920,1090,2800,1090,0,1040,2960
4249000100,2790,7673,2790,0,2740,7837
4279200060,2110,9825,2110,0,1650,9900
4298100060,2430,32496,2430,0,2750,35506
4302200415,1440,6144,720,720,960,5160
4302200695,1000,10320,1000,0,1100,5160
4302201045,820,7680,820,0,1470,6912
4302201085,1470,7680,1220,250,1470,6784
4302700445,1670,9472,1100,570,1080,5195
4305200070,1640,7200,1640,0,1830,8372
4305600360,2400,9612,1230,1170,2430,5539
4307310400,1590,4108,1590,0,2160,3912
4307320230,2390,6976,2390,0,2390,6346
4309710250,3180,21904,3180,0,3715,29170
4310701330,1220,835,1220,0,1360,1251
4310701575,1410,1246,1410,0,1410,1253
4310702440,1480,2502,1480,0,1850,5000
4310702787,1430,1249,1430,0,1020,1112
4312700340,1200,11163,1200,0,1200,11163
4315700390,1010,5750,1010,0,1230,5750
4317700085,1660,10656,1180,480,1120,8816
4319200620,1270,9182,1270,0,1760,9100
4320200020,1986,6000,1746,240,1930,6200
4322200220,3370,5350,2310,1060,1720,5618
4324200060,1700,8247,1010,690,1440,8400
4324500180,1060,7350,1060,0,1060,7350
4326000220,1290,9526,1290,0,1290,9508
4337000160,830,7590,830,0,980,7590
4337600280,1760,9900,1760,0,1190,9900
4338800170,1400,7410,1400,0,1070,7410
4338800600,1590,13000,1590,0,1460,8400
4345000170,1320,15236,880,440,1490,8351
4345300180,1410,10577,1410,0,1660,6757
4358700141,1840,9250,980,860,1520,9250
4364200125,2120,7680,1130,990,1220,7680
4364700165,560,7560,560,0,990,7560
4365200505,1390,7740,1390,0,1290,7740
4365200620,1450,7930,1150,300,1040,7740
4365200860,1550,7740,1550,0,1220,7740
4384000020,2800,10786,1420,1380,2140,10788
4385700285,1600,4400,1030,570,2150,4000
4385700660,2560,4000,1660,900,2560,4000
4385701440,1660,4000,990,670,2070,4000
4388000140,1070,6440,1070,0,1190,6532
4391600035,1750,7020,1750,0,1170,9546
4395600060,1780,2067,1780,0,2320,2067
4397010140,2370,15375,2370,0,2450,9800
4397010350,2490,9346,2490,0,2650,9454
4399200245,2460,11250,2460,0,1630,10216
4401200010,3100,7501,3100,0,3140,8672
4406000390,1060,9039,1060,0,1410,9515
4406000620,1020,7615,1020,0,1470,9515
4426600125,1520,8055,1520,0,1560,8160
4427100030,1500,6332,1500,0,1500,6337
4427100095,1720,6417,1720,0,1430,6240
4427100130,1500,6240,1500,0,1230,6240
4435000520,1040,8410,1040,0,1350,8410
4440900040,1970,9389,1140,830,1820,8135
4442800012,1600,1311,1600,0,1390,1321
4442800040,2400,5000,1440,960,1630,5000
4443800545,1430,3880,1430,0,1430,3880
4443800545,1430,3880,1430,0,1430,3880
4443800705,910,3880,780,130,1220,3880
4443801340,1680,2552,840,840,1220,3880
4443801495,2180,4268,1340,840,1530,3880
4449800345,1790,3962,1790,0,1340,3960
4473400045,2040,5600,1120,920,2120,4958
5000500055,1320,8865,1320,0,1190,6490
5007500120,2260,4440,2260,0,2260,4563
5009600070,1960,5238,1960,0,1800,5894
5014000215,880,6731,880,0,1240,6731
5014600440,2870,5349,2870,0,2800,5000
5015001680,1860,4736,1860,0,1800,4000
5016000315,960,2640,760,200,1620,3759
5016001285,2050,5000,1370,680,1720,5000
5016003230,790,4000,790,0,1700,4200
5017000470,4800,9097,3580,1220,2180,6037
5021900160,1980,10800,990,990,2180,10800
5021900265,2090,10800,2090,0,2090,10800
5029000120,1940,8312,1220,720,2060,9503
5029450110,1410,8415,780,630,1440,7361
5029450200,1520,6805,1040,480,1440,7041
5035300090,1830,6000,930,900,1540,6000
5045700400,2990,6370,2990,0,2730,5740
5054800110,2240,9652,2240,0,2180,11644
5062300280,890,6488,890,0,1330,16250
5070000100,1820,8585,1820,0,1740,10088
5070000120,1740,9547,1740,0,1780,9936
5075400035,690,1950,690,0,1650,4864
5078400215,3940,7067,3230,710,1910,7735
5088500210,2390,9968,1390,1000,2560,12385
5095400630,1750,18810,1220,530,1840,17424
5095401360,2080,16050,1360,720,1790,14550
5100400241,1131,1304,1131,0,1131,1992
5100400244,894,1552,894,0,1131,1992
5100400315,800,6380,800,0,920,5940
5100402310,1280,5026,1020,260,1540,6380
5100402606,1090,6775,850,240,1580,5760
5100402644,1430,6380,1130,300,1570,6380
5100403754,1440,5623,720,720,1280,5623
5101400461,1560,5220,1560,0,1300,5220
5101403915,1290,5376,1290,0,1180,5376
5101404555,1020,6380,1020,0,1380,6380
5101405335,1260,9570,870,390,1620,7000
5101405338,1880,16239,880,1000,1260,7528
5101405604,900,6380,900,0,1830,6380
5101406384,1430,6380,1430,0,1220,5112
5101406536,1340,7250,1340,0,1450,7026
