id,num_bedrooms,num_bathrooms,total_floors,has_view_to_waterfront,has_been_viewed,overall_condition,grade,year_built,year_last_renovated
2767603505,3,2.25,3,0,0,3,8,2014,0
2767603608,2,1.5,3,0,0,3,8,2001,0
2767603753,2,2,3,0,0,3,8,2004,0
2767603962,2,1.75,3,0,0,3,8,2006,0
2767604724,2,2.5,3,0,0,3,8,2009,0
2767704302,2,1.5,2,0,0,3,8,1998,0
2767800065,2,1,1,0,0,2,7,1924,0
2768100545,3,1.5,1,0,0,4,7,1944,0
2768100690,3,1.75,1,0,0,4,7,1944,0
2768200090,6,3.75,1,0,0,3,8,1969,0
2768200209,2,2.5,2,0,0,3,8,2014,0
2768200213,2,2.5,2,0,0,3,8,2014,0
2768301482,3,2.25,2,0,0,3,8,2008,0
2769600480,2,2,1,0,0,3,6,1944,0
2770600853,3,2.5,2.5,0,0,3,8,2007,0
2770601677,3,3.5,2.5,0,0,3,8,2000,0
2770601800,3,1.75,1,0,0,3,6,1944,0
2770602170,2,1,1,0,0,3,6,1942,0
2770602335,3,2.5,2,0,0,3,10,2008,0
2770605175,4,1.75,1,0,0,3,7,1946,0
2770606685,3,1,1,0,0,3,7,1951,0
2770606822,3,2.5,2,0,0,3,7,2008,0
2771101251,1,1,1,0,0,3,6,1953,0
2771101963,3,1.5,2,0,0,3,7,2004,0
2771104010,3,2.5,2,0,0,5,8,2003,0
2771104965,2,1.75,1.5,0,2,3,8,1979,0
2771600350,3,1.75,1,0,2,3,8,1954,0
2771602427,2,1,2,0,0,3,8,2010,0
2771602450,2,1.5,2,0,0,3,7,1984,0
2771604190,7,4.25,2,0,1,3,8,1964,0
2771604640,4,1.5,1.5,0,0,3,7,1940,0
2781200010,4,2.5,2,0,0,3,9,2005,0
2781200090,4,2.5,2,0,0,3,9,2006,0
2781250110,4,2.5,2,0,0,3,7,2003,0
2781260370,4,2.5,2,0,0,3,9,2005,0
2782100260,4,2.5,2,0,0,3,9,2000,0
2783100160,4,1.75,1,0,0,4,7,1960,0
2787250080,4,2.5,2,0,0,3,8,1994,0
2787250240,4,2.75,2,0,0,3,8,1995,0
2787311110,3,1.75,1,0,0,4,7,1974,0
2787311190,3,2.5,1,0,0,4,7,1974,0
2787320430,4,1.75,1,0,0,4,7,1980,0
2787460120,3,2.25,1,0,0,3,7,1982,0
2787720140,3,2.5,1,0,0,5,7,1969,0
2788500090,3,1,1,0,0,3,7,1961,0
2790400380,3,2.5,1,0,0,4,9,1976,0
2791500280,3,2.5,1,0,0,3,8,1990,0
2807100156,2,1,1,0,0,3,7,1948,0
2810600210,3,2,1,0,0,5,7,1925,0
2815600305,3,2,1,0,1,4,8,1952,0
2817100430,3,2,1,0,0,4,7,1981,0
2818100060,4,2,1,0,4,4,10,1970,0
2821049082,2,1,1,0,0,5,7,1947,0
2822049148,3,1,1,0,0,3,7,1966,0
2822059091,2,1.5,1.5,0,0,4,7,1930,0
2822069080,4,2.5,2,0,0,3,8,1989,0
2825079001,5,1.75,2,0,0,3,7,1930,0
2826079145,5,2.5,2,0,0,3,8,1995,0
2827100075,2,1.5,3,0,0,3,7,2006,0
2838000130,3,2.5,2,0,0,3,8,2014,0
2841500010,4,3,1,0,0,3,7,1983,0
2856100935,5,3.5,2,0,0,3,9,2014,0
2856101290,2,2.5,3,0,0,3,8,2008,0
2862100205,5,2,1,0,0,4,6,1921,0
2868300061,4,1.75,1,0,0,4,7,1960,0
2872100345,4,3.5,2,0,0,3,9,2014,0
2872900010,3,1.5,1,0,0,3,8,1987,0
2872900390,3,2.25,1,0,0,3,8,1984,0
2877103070,4,2.5,1.5,0,0,5,7,1924,0
2878600655,3,2,1.5,0,0,5,8,1929,0
2881700046,4,1,1.5,0,0,3,7,1965,0
2883200524,3,2.5,3,0,0,3,8,2010,0
2883200775,3,1,2,0,0,3,8,1902,1979
2883201055,4,1,1.5,0,0,5,8,1906,0
2887700995,4,2.75,1.5,0,0,4,7,1930,0
2887702070,2,1,1,0,0,4,7,1941,0
2887950020,7,2.5,2,0,0,3,7,1994,0
2891000750,3,2,1,0,0,3,7,1968,0
2892600056,2,1,1,0,0,4,7,1953,0
2892700041,3,1.5,1,0,0,4,6,1963,0
2895600420,2,1,1,0,0,4,6,1942,0
2895730070,4,2.75,2,0,0,3,10,2012,0
2895800710,3,1.75,2,0,0,3,8,2014,0
2895800770,2,1.75,2,0,0,3,8,2014,0
2895800780,3,1.75,2,0,0,3,8,2014,0
2896310420,4,2.75,2,0,0,3,9,1997,0
2896400300,4,2.25,2,0,0,3,7,2002,0
2902200015,9,3,2,0,0,3,7,1908,0
2911700020,3,2.25,2,0,2,3,9,1953,2004
2915200210,2,1,1,0,0,4,6,1922,0
2916200138,3,2,2,0,0,5,6,1943,0
2916620240,4,1.75,1,0,0,5,7,1983,0
2917200615,2,1,1,0,0,3,7,1942,0
2919201095,3,1,1.5,0,0,3,7,1926,0
2921049121,3,2.25,1,0,0,4,8,1978,0
2922069134,3,1.75,1,0,0,3,7,1976,0
2922701175,2,1.5,1,0,0,3,7,1937,0
2922703235,1,1,1,0,0,2,6,1916,0
2923049393,4,2.25,1.5,0,0,3,8,1964,0
2923059064,2,1,1,0,0,4,6,1932,0
2923501130,4,2.25,2,0,0,3,8,1977,0
2924079034,3,1.5,1,0,0,3,7,1953,0
2924079044,3,3.75,2,0,0,3,9,1977,1999
2925059260,5,2.5,1,0,0,3,8,1966,0
2925059294,3,2,1,0,0,4,7,1968,0
2926049382,3,2,1,0,0,3,7,1954,0
2929600035,3,1,2,0,3,4,7,1950,0
2937300540,4,3.5,2,0,0,3,9,2014,0
2938200170,4,2,1,0,0,4,7,1972,0
2944010240,4,3,2,0,0,3,11,1987,0
2944500340,4,2.75,1,0,0,3,8,1991,0
2946000912,3,1.5,1,0,0,4,6,1954,0
2946001950,3,1,1,0,0,4,6,1954,0
2953000090,3,1.5,1,0,0,4,7,1966,0
2960900045,3,1.75,1.5,0,0,4,7,1940,0
2968800645,3,1,1,0,0,4,6,1958,0
2968800825,3,1.75,1,0,0,4,7,1955,0
2968801075,3,2,1,0,0,3,6,1947,2014
2968801240,3,1.5,1,0,0,5,6,1941,0
2968801605,4,1.75,1,0,0,5,6,1954,0
2970800130,3,1,1,0,0,3,6,1942,0
2972300140,3,2,1,0,0,3,8,1992,0
2979800845,2,1,1,0,0,5,7,1924,0
2979801095,4,1.5,1.5,0,0,3,7,1924,0
2991000220,4,2.5,2,0,0,3,8,1997,0
2997800015,3,1.5,2,0,0,3,8,2008,0
2998300075,4,2.75,2,0,3,3,9,1952,1993
3013300510,2,1,1,0,1,3,6,1951,0
3021049140,4,2.5,2,0,0,3,8,1994,0
3021059244,3,1.75,1,0,0,4,7,1968,0
3022059066,4,2.5,2,0,0,3,10,2001,0
3022079094,4,2.5,2,0,0,3,9,2001,0
3024089049,2,1.75,1.5,0,0,2,6,1948,0
3025059093,5,5.25,2,0,0,3,12,2006,0
3026059362,3,2.5,2,0,0,3,8,2007,0
3031200165,3,1.5,1,0,0,3,7,1962,0
3031200230,3,1,1,0,0,3,7,1969,0
3034200247,3,1.75,1,0,0,3,8,1957,0
3037200045,2,2,1,0,0,3,6,1935,0
3052700695,4,2,1,0,0,3,7,1955,0
3052701135,3,1.75,2,0,0,4,7,1945,0
3076500830,1,1,1.5,0,0,3,6,2015,0
3080000040,4,2,1.5,0,0,5,7,1941,0
3083000365,4,2,1,0,0,3,7,1955,0
3101500010,2,1,1,0,0,3,6,1910,0
3101500090,4,1,1.5,0,0,3,6,1921,0
3102700160,4,1.75,1,0,0,4,7,1955,0
3121500330,3,2.5,2,0,0,3,9,1993,0
3122069029,2,1,1,0,0,2,4,1945,0
3123039042,3,1.5,1.5,0,0,4,7,1910,0
3123039089,2,1,1,0,0,4,6,1926,0
3123039171,3,2.75,2,0,0,3,8,1997,0
3124049196,4,1.5,1,0,0,4,7,1966,0
3126049415,3,1.75,3,0,0,3,7,1999,0
3126049500,3,1.5,3,0,0,3,8,2008,0
3126049517,3,2.5,3,0,0,3,8,2008,0
3131200640,4,2,2,0,0,3,8,1908,0
3131201310,5,1,1.5,0,0,3,7,1923,0
3131201320,4,1.75,1.5,0,0,5,7,1924,0
3131201563,2,1,1.5,0,0,4,6,1943,0
3141600210,3,2,1,0,0,3,5,1912,1993
3142600130,3,2,1,0,0,5,7,1927,0
3157600340,3,1,1.5,0,0,3,7,1909,0
3158500250,3,2.5,2,0,0,3,8,2012,0
3179100435,2,1,1,0,0,3,8,1953,0
3179101945,4,1.75,1,0,0,5,8,1948,0
3182100105,3,2,1,0,0,5,7,1947,0
3188100105,4,2.5,1,0,0,5,7,1942,0
3191000030,3,2.25,2,0,0,3,8,1983,0
3192000085,3,1,1,0,0,3,6,1955,0
3204300090,3,1,2,0,0,4,8,1930,0
3204300860,2,2.5,2,0,0,4,8,1931,0
3204400030,4,2.25,2,0,0,3,8,2002,0
3204500340,3,1,1,0,0,3,7,1952,0
3204800040,3,1.75,1,0,0,5,7,1967,0
3204800330,3,1.5,1,0,0,5,7,1968,0
3204930170,4,3.5,2,0,0,3,8,2013,0
3205000310,3,1,1,0,0,5,7,1960,0
3205100110,3,1.75,1,0,0,4,7,1962,0
3205200430,3,1.75,1,0,0,5,7,1964,0
3205400140,3,1.75,1,0,0,3,7,1968,0
3210200395,3,1,1.5,0,0,3,6,1942,0
3210700170,4,2,1,0,0,4,8,1966,0
3210700380,4,2.75,1,0,0,4,8,1968,0
3211000170,4,2.5,1,0,0,4,7,1959,0
3211100240,4,1.75,1,0,0,5,7,1981,0
3211230080,3,2.5,2,0,0,3,9,1985,0
3211290370,3,2.5,2,0,0,3,7,1992,0
3211600650,3,1,1,0,0,3,7,1969,0
3213200180,2,1.75,1,0,0,3,8,1952,0
3222049112,3,2.5,2,0,1,3,9,1990,0
3222049159,4,3.5,2,0,4,3,10,1990,0
3222059187,4,3,2,0,0,3,8,1991,0
3222069151,3,1.75,1,0,0,4,7,1974,0
3222079136,3,1.75,1.5,0,0,5,7,1977,0
3223039010,2,1,1,0,1,3,6,1936,0
3223039181,4,1.75,2,0,2,3,8,1937,0
3223049158,2,1,1,0,0,3,7,1953,0
3223059303,4,3,2,0,0,4,8,1977,0
3224059107,4,3,2,0,0,3,9,2008,0
3224069026,3,1,1,0,0,4,6,1959,0
3224600310,4,2.5,2,0,0,3,9,1999,0
3225069301,4,2.5,2,0,4,3,11,1991,0
3226049054,3,1.5,1,0,0,4,7,1928,0
3226049565,5,3,1,0,0,3,7,2008,0
3226059128,5,3.5,1,0,0,5,8,1972,0
3226079091,3,2.5,1.5,0,0,3,9,1994,0
3241600027,2,1.5,1.5,0,0,4,6,1926,0
3241600150,3,1,1,0,0,4,7,1953,0
3243200310,3,1,1,0,0,4,7,1967,0
3244500078,3,2.5,2,0,0,3,9,1981,0
3260000300,4,2.25,2,0,0,4,8,1965,0
3260100330,3,1.75,1,0,0,3,7,1967,0
3260350090,4,3,2,0,0,3,9,2003,0
3260570260,4,3.5,2,0,0,3,10,2003,0
3260810110,4,2.5,2,0,0,3,8,1999,0
3262300555,4,5.25,2,0,0,3,11,2001,0
3265300410,3,1,1,0,0,3,8,1951,0
3268000040,3,1,1,0,0,5,7,1969,0
3271301175,2,1,1,0,0,4,7,1939,0
3271800910,4,3.5,2,0,3,5,10,1937,0
3274850130,4,2.5,2,0,0,3,8,1991,0
3275330120,3,2.5,2,0,0,3,7,1987,0
3275730110,3,2.25,1,0,0,3,7,1974,0
3275850020,4,2.5,2,0,0,3,9,1988,0
3275850190,3,2.5,2,0,0,4,10,1989,0
3275870080,4,2.5,2,0,0,3,10,1990,0
3275880100,4,2.5,2,0,0,3,9,1999,0
3275890310,3,2,1,0,0,3,10,1993,0
3275910020,4,2.5,2,0,0,3,8,2006,0
3276930370,4,2.5,2,0,0,3,9,1987,0
3276930420,4,2.5,2,0,0,3,9,1989,0
3277801417,3,2.5,2,0,0,3,9,2012,0
3277801431,3,2.25,2,0,0,3,7,2008,0
3278606110,3,2.5,2,0,0,3,8,2013,0
3286800370,5,3.25,1,0,0,5,8,1970,0
3288300920,3,1.75,1,0,0,4,7,1975,0
3288301410,4,2.25,2,0,0,4,8,1974,0
3290800215,2,1,1,0,0,3,7,1950,2014
3291800140,3,1,1,0,0,4,7,1980,0
3294700320,2,1,1,0,0,3,7,1951,0
3294700421,3,1.5,1,0,0,5,7,1961,0
3295450050,4,2.5,2,0,0,3,7,2000,0
3295730050,3,2.5,2,0,0,3,8,1995,0
3296900130,4,2.5,2,0,0,3,8,1993,0
3297700100,3,1.75,1,0,0,5,7,1953,0
3298600340,6,3,1,0,0,4,8,1977,0
3298700156,3,2.5,1,0,0,3,7,1990,0
3298700302,2,1.5,1,0,0,4,6,1942,0
3298700305,2,1,1,0,0,4,6,1942,0
3298700671,2,1,1,0,0,4,6,1918,0
3300700480,2,1,1,0,0,3,6,1937,0
3300701285,3,1.5,1,0,0,3,7,1955,0
3300760020,3,2,1,0,0,4,8,1984,0
3303230110,3,1.75,1,0,0,5,7,1972,0
3303860130,4,2.5,2,0,0,3,9,2009,0
3303860160,3,2.5,2,0,0,3,9,2010,0
3303960060,5,3.5,2,0,0,3,11,2001,0
3303980140,4,3,2,0,0,3,11,2001,0
3303990410,5,3.25,2,0,0,3,11,2003,0
3304300380,5,2.75,2,0,0,3,9,2011,0
3305100230,4,2.5,2,0,0,3,9,2008,0
3319500922,2,1.5,2,0,0,3,7,2005,0
3320000222,3,2.25,2,0,0,3,8,2007,0
3320000810,5,2,1,0,0,3,5,1906,0
3321069006,3,2.5,2.5,0,0,3,9,2004,0
3326059253,4,2.5,2,0,0,3,9,2005,0
3326059254,3,2.5,2,0,0,3,9,2005,0
3326069026,3,1.75,1,0,0,3,8,1988,0
3327000070,3,1.75,1,0,0,3,7,1968,0
3327750020,3,1,1,0,0,3,7,1968,0
3330500075,3,1,1,0,0,4,6,1926,0
3331000035,3,2.5,3,0,0,3,9,2013,0
3331001995,3,2,2,0,0,2,6,1921,0
3336000052,3,2.5,2,0,0,3,7,2005,0
3336000791,3,1,1,0,0,4,6,1943,0
3336001360,2,1,1,0,0,3,6,1943,0
3339400515,3,2.75,1,0,0,3,9,1968,2005
3342100569,3,2.5,2,0,3,3,9,2013,0
3342102220,4,1.75,1,0,0,4,5,1933,0
3342104046,4,2.25,3,1,4,3,10,1984,0
3343300065,4,2.5,1,0,0,5,8,1977,0
3343300644,2,1,1,0,0,5,6,1942,0
3343900781,3,1.5,1,0,0,4,7,1959,0
3343901403,4,2.5,2,0,0,3,8,2014,0
3343901408,4,2.5,2,0,0,3,8,2014,0
3343902281,2,1,1,0,0,3,7,1956,0
3343903647,3,2,1,0,0,5,7,1952,0
3344500183,4,1.75,1,0,1,5,6,1943,0
3345100286,4,2.5,1,0,0,4,8,1979,0
3345700215,3,2.75,2,0,0,4,8,1993,0
3348401095,4,1.75,1,0,0,3,7,1956,0
3348401490,2,2,1,0,0,3,8,1952,0
3348401584,3,1.75,2,0,0,3,6,1948,0
3352401037,3,1.75,1,0,0,3,7,1963,0
3353400435,3,2,1,0,0,3,7,2003,0
3361400980,2,1,1,0,0,3,5,1943,1989
3361401210,2,1,1,0,0,3,6,1962,0
3362401761,2,1.5,3,0,0,3,8,2008,0
3363400655,2,2,1.5,0,0,5,7,1906,0
3363900155,2,1,1.5,0,0,4,6,1908,0
3370000150,4,2.5,2,0,0,3,9,2001,0
3374300070,4,1.5,1.5,0,0,3,6,1970,0
3375300150,3,2.5,2,0,0,3,7,1983,0
3376600010,4,1.75,1,0,0,3,8,1976,0
3389900965,3,2.5,2,0,0,3,8,2003,0
3390600025,4,2,1,0,0,5,7,1956,0
3392100140,3,1,1,0,0,3,6,1964,0
3392500060,4,2.75,1,0,0,3,7,1965,0
3395000070,4,2.75,1,0,0,4,10,1964,0
3395040440,3,2.5,2,0,0,3,7,2001,0
3395800305,3,1.5,1,0,0,3,7,1957,0
3395800455,2,1,1,0,0,3,6,1942,0
3396830020,3,2.5,2,0,0,3,8,1985,0
3396830310,4,2.5,2,0,0,3,8,1985,0
3398800055,4,3.75,2,0,0,4,11,1926,0
3413700130,3,2.5,3,0,0,3,8,2009,0
3416600111,2,1.5,2,0,0,5,7,1924,0
3416600490,3,2.25,2,0,0,4,8,1989,0
3422059208,3,2.5,1,0,0,4,8,1988,0
3423049209,3,1,1,0,0,3,6,1957,0
3423049311,3,2,1,0,0,3,6,1998,0
3423059081,2,1,1,0,0,3,6,1954,0
3423600060,4,1.75,1.5,0,0,5,7,1926,0
3423600065,3,1,1,0,0,4,7,1925,0
3424069076,2,1,1,0,0,4,6,1919,0
3424069154,4,1.75,1,0,0,3,7,1960,0
3424069215,3,1,1,0,0,3,7,1959,0
3425079088,3,2.5,2,0,3,3,9,1995,0
3426049153,2,2,1,0,0,3,7,1954,0
3432500215,3,1.75,1,0,0,4,7,1955,0
3432500705,4,2.25,2,0,0,3,7,1990,0
3432501415,3,1.75,1,0,0,3,7,1952,0
3438500625,3,1,1,0,0,3,6,1942,0
3438500781,6,3.25,1,0,0,4,7,1983,0
3438500880,2,1,1,0,0,3,6,1944,0
3438501020,2,2,1.5,0,0,5,6,1942,0
3438502668,3,1.75,1,0,0,2,7,1952,0
3438503014,2,1,1,0,0,4,6,1942,0
3438503021,3,2.5,2,0,0,3,8,2007,0
3438503230,3,2.5,2,0,0,3,8,2005,0
3445400120,3,1.5,2,0,0,3,7,2001,0
3447000030,3,2,1,0,0,4,8,1965,0
3447000090,3,2.25,1,0,0,4,8,1971,0
3448000410,3,2.5,3,0,0,3,8,2004,0
3448000542,2,1.5,3,0,0,3,7,2006,0
3448720020,4,2.5,2,0,0,3,7,2006,0
3448900290,4,2.5,2,0,0,3,9,2013,0
3449500050,4,2.75,1,0,0,3,8,2007,0
3449850050,5,3,2,0,0,3,8,2013,0
3449900030,4,2.5,2,0,0,3,8,2004,0
3449900090,4,2.5,2,0,0,3,8,2004,0
3450300270,5,1.75,1,0,0,5,7,1963,0
3450300280,5,4.5,2,0,0,3,8,1963,2000
3454000060,4,2.5,1.5,0,0,5,8,1922,0
3454800060,4,2,1,0,0,3,6,1950,0
3459000050,3,1.75,1,0,0,3,8,1965,0
3459100300,3,1.5,1,0,0,3,8,1968,0
3501600135,3,2,2,0,0,5,6,1948,0
3501600235,2,1,1.5,0,0,3,6,1949,0
3508100161,4,3,2,0,2,3,7,1930,0
3523059056,3,2.5,2,0,0,3,8,1991,0
3523069008,4,3.25,1,0,0,3,10,2000,0
3523069060,3,1.75,1,0,0,4,7,1963,0
3523089019,4,3.5,2,0,3,3,9,2005,0
3524039202,3,2.25,1,0,2,3,8,1983,0
3524039228,3,2,1,0,0,4,6,1930,0
3528900060,3,2.5,2,0,0,5,8,1918,0
3529000880,4,2.5,2,0,0,3,8,1988,0
3530200160,4,2.5,2,0,0,3,9,1987,0
3546000490,3,1.75,1,0,0,3,7,1987,0
3558000170,4,2.5,2,0,0,3,7,2002,0
3558900450,4,2.25,1,0,0,3,7,1969,0
3558900580,3,2.5,1,0,0,4,7,1968,0
3558910570,5,2.5,1,0,0,3,7,1969,0
3566800485,4,3.5,3,0,1,3,8,2005,0
3574750020,4,2.75,2,0,0,3,9,2005,0
3574800010,4,2.75,1,0,0,3,7,1979,0
3574800520,3,2.75,1,0,0,3,7,1979,0
3574801310,3,2.25,1,0,0,3,7,1987,0
3574801500,4,2.5,2,0,0,3,8,1985,0
3574801510,3,1.75,1,0,0,3,7,1980,0
3575302345,4,2.75,2,0,0,3,8,1979,0
3577300040,3,2.5,1,0,0,3,8,1996,0
3578400910,3,2,1,0,0,3,8,1980,0
3578401210,4,1.75,2,0,0,4,8,1983,0
3578600062,3,1,1,0,0,3,7,1942,0
3579000370,3,2.25,2,0,0,3,8,1985,0
3579700080,4,1.75,1,0,0,3,7,1962,0
3581100330,3,1,1,0,0,3,7,1967,0
3583300135,3,2.25,1,0,0,3,8,1977,0
3585900460,6,2.75,1,0,4,3,8,1965,0
3585900785,3,2.5,1,0,0,3,10,1954,0
3592500340,5,2.75,1.5,0,0,4,8,1916,0
3592500800,5,3.25,2,0,0,5,9,1925,0
3598600088,4,2.5,1,0,0,3,7,1962,0
3600600065,3,1.5,1,0,0,4,7,1990,0
3601200017,4,2.5,2,0,0,3,7,1991,0
3616600250,3,3.25,2,0,4,3,10,1985,0
3619600132,3,1.75,1,0,2,4,8,1957,0
3621059043,4,2.5,1,0,2,3,9,1973,0
3621059048,3,1.75,1,0,2,4,8,1977,0
3622059180,4,2,1,0,0,3,8,2004,0
3622069103,4,2.5,2,0,0,3,9,2004,0
3622069122,4,3.5,2,0,0,3,9,2003,0
3623029045,3,1.75,1,0,0,4,7,1980,0
3623059027,2,0.75,1,0,0,4,4,1945,0
3624039111,3,1,1,0,0,2,6,1949,0
3625049079,3,2,1,0,1,3,7,1946,0
3625700010,5,4,2,0,0,3,10,1969,2002
3626039250,2,1,1,0,0,4,5,1942,0
3629800100,3,2.5,2,0,0,3,9,1999,0
3629830050,4,4,2,0,0,3,8,1999,0
3629870200,3,2.5,2,0,0,3,8,2000,0
3629910210,3,2.5,2,0,0,3,9,2003,0
3629910240,3,2.5,2,0,0,3,9,2003,0
3629920630,3,2.5,2,0,0,3,9,2003,0
3629920860,4,2.5,2,0,0,3,9,2003,0
3629960060,3,2.75,2,0,0,3,8,2004,0
3629960590,2,2,2,0,0,3,8,2003,0
3629970130,3,2.5,2,0,0,3,9,2004,0
3629990110,3,2.25,2,0,0,3,7,2005,0
3629990180,4,2.25,2,0,0,3,7,2005,0
3630020090,3,2.5,2,0,0,3,8,2004,0
3630030010,3,2.5,2,0,0,3,8,2005,0
3630050180,2,1.75,2,0,0,3,8,2006,0
3630130010,3,2.5,2,0,0,3,9,2006,0
3630180240,5,2.5,2,0,0,3,9,2006,0
3630200340,4,3.25,2,0,3,3,11,2007,0
3630200960,4,3.75,2.5,0,0,3,10,2007,0
3630240020,3,3,2,0,0,3,9,2007,0
3644100086,2,1.5,2,0,0,3,7,2001,0
3645100280,3,2.25,1,0,0,4,7,1921,0
3649100586,3,1.75,1,0,0,4,8,1978,0
3658700690,3,1.5,1,0,0,4,7,1910,0
3663000070,3,2.25,1.5,0,0,4,7,1969,0
3693901105,4,2,2,0,0,5,7,1946,0
3693901720,4,1.75,1.5,0,0,4,7,1945,0
3705000060,3,2.25,1.5,0,0,3,7,2003,0
3709600180,4,2.5,2,0,0,3,8,2009,0
3715500170,3,1.75,1,0,0,3,7,1977,0
3720800070,4,3,2,0,0,4,9,1926,0
3744000040,4,2.5,2,0,0,3,9,2014,0
3747600050,5,2,1.5,0,0,5,7,1930,0
3750606890,3,1.5,2,0,0,3,7,1981,0
3751600030,2,1,1,0,0,3,7,1978,0
3751600146,1,1,1,0,0,3,7,1988,0
3751600457,3,1.75,1,0,0,3,7,1983,0
3751600784,4,2.5,2,0,0,3,8,2014,0
3751606606,3,1.75,1.5,0,3,5,7,1908,0
3754501205,3,2.5,2,0,3,3,11,1997,0
3755000060,3,1,1,0,0,4,7,1966,0
3755500080,4,1.5,1,0,0,4,7,1954,0
3756500180,3,1,1,0,0,3,7,1963,0
3758900023,4,3.25,1,0,1,3,10,2007,0
3759500006,4,2.5,2,0,0,5,8,1955,0
3760500455,3,3.5,1,0,1,3,10,2000,0
3760500475,4,2.75,1,0,2,3,9,1981,0
3761100240,4,2.75,1.5,0,3,3,9,1973,0
3761700067,3,2.5,1,0,0,5,10,1979,0
3762900010,5,3.25,2,0,0,4,7,1982,0
3763300040,3,1.5,1,0,0,3,7,1956,0
3764500180,3,2.25,2,0,0,4,8,1992,0
3764500230,3,2,2,0,0,4,8,1994,0
3764800630,3,1.5,1,0,0,3,7,1965,0
3768000030,3,1.75,1,0,0,4,7,1967,0
3782400040,3,2.25,2,0,0,3,7,1989,0
3782760040,3,3.25,2,0,0,3,8,2009,0
3783100080,3,1.5,1,0,0,3,7,1983,0
3787000120,3,2.25,2,0,0,3,8,1985,0
3787000140,3,2.25,1,0,0,3,8,1985,0
3790700070,4,2.5,2,0,0,3,8,1994,0
3790700110,4,2.5,2,0,0,3,8,1994,0
3793500510,4,2.5,2,0,0,3,7,2002,0
3793500730,4,2.5,2,0,0,3,7,2002,0
3793501400,4,2.5,2,0,0,3,7,2003,0
3797000680,3,2,2,0,0,5,7,1905,0
3797001702,5,3.5,2,0,0,3,9,2014,0
3797001815,2,1,1,0,0,4,7,1924,0
3797002575,4,1.5,1,0,0,4,7,1926,0
3798000130,4,1.75,1,0,0,4,7,1958,0
3811300090,3,1.75,1,0,0,4,7,1983,0
3814700200,3,2.25,2,0,0,4,1985,8,0
3814800300,4,2.5,2,0,0,3,8,2003,0
3818400050,4,3,2,0,0,3,8,2004,0
3818400110,4,2.5,2,0,0,3,8,2004,0
3820350050,4,2.5,2,0,0,3,7,2001,0
3822200105,4,1.75,1,0,0,3,8,1950,0
3824100020,3,1.75,1,0,0,3,7,1948,1976
3824100166,4,1.75,1,0,0,3,8,1977,0
3825500020,4,2.5,2,0,0,3,8,1990,0
3826000560,2,1,1,0,0,3,6,1947,0
3826000735,2,1,1,0,0,4,6,1950,0
3826500170,3,2.25,1,0,0,3,8,1978,0
3830620710,3,1,1,0,0,4,7,1978,0
3831000010,4,1.5,1.5,0,0,3,7,1951,0
3831250130,3,2.5,2,0,0,3,9,2011,0
3832080610,3,2.5,2,0,0,3,7,2010,0
3832150190,3,1.75,2,0,0,3,7,1982,0
3832300090,3,1,1,0,0,4,7,1967,0
3832710680,4,2,1,0,0,4,7,1978,0
3834500195,6,3.5,1,0,0,3,8,1979,0
3835500195,4,3,2,0,0,3,12,2001,0
3840700455,3,2,1.5,0,0,3,7,1983,0
3840700593,3,1.75,1,0,0,3,7,1967,0
3841600220,2,1.75,1,0,0,4,6,1935,0
3845100160,3,2.5,2,0,0,3,8,2014,0
3852900026,3,1,1,0,0,3,7,1955,0
3856902250,3,1,2,0,0,4,8,1918,0
3856904610,4,1,1.5,0,0,3,7,1923,0
3856904655,4,1,1.5,0,0,3,7,1924,0
3860400100,4,2.75,1,0,0,4,8,1969,0
3862710200,3,2.5,2,0,0,3,8,2013,0
3862710210,3,2.5,2,0,0,3,8,2014,0
3867400175,2,1.5,1,0,4,4,7,1962,0
3869900146,2,1,2,0,0,3,7,2006,0
3869900162,2,1.75,2,0,0,3,7,2006,0
3874400380,3,2.5,1,0,0,4,8,1977,0
3876000970,6,2.25,1,0,0,4,8,1965,0
3876100310,3,1.5,1,0,0,3,7,1966,0
3876200100,4,2,1,0,0,4,7,1968,0
3876200350,4,1.75,1,0,0,3,7,1967,0
3876301140,5,2.25,2,0,0,3,8,1968,0
3876310300,5,2.75,1,0,0,4,7,1972,0
3876311180,3,1.75,1,0,0,3,7,1976,0
3876312570,3,2.25,1,0,0,3,7,1975,0
3876590090,4,2.5,2,0,0,3,9,2005,0
3879901290,3,2.5,3,0,0,3,9,2007,0
3880900236,2,1.5,2,0,0,3,8,2006,0
3882320010,4,2.5,1,0,0,3,8,1979,0
3885801970,2,0.75,1.5,0,2,4,6,1942,0
3885804305,4,1.75,1,0,3,4,8,1958,0
3885805325,4,2.75,2,0,0,5,7,1967,0
3885805640,3,1.5,1,0,0,5,7,1960,0
3885806565,4,3.5,2,0,3,3,9,1998,0
3886000010,2,2.5,2,0,0,3,8,2005,0
3886902445,2,1,1,0,0,1,6,1954,0
3888100176,4,2,1,0,0,4,6,1949,0
3893100456,3,2.5,2,0,0,4,10,1990,0
3900100265,3,1,1,0,0,3,6,1919,0
3904901520,3,2.25,2,0,0,3,7,1985,0
3904910520,3,2.5,2,0,0,4,8,1987,0
3904921070,4,2.5,2,0,0,3,9,1987,0
3904960910,4,2.5,2,0,0,3,8,1989,0
